call_id,call_start_dt,answer_wait,talk_time,group_name,systemSource,cell
4200795,4/30/2018 7:56,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200777,4/30/2018 7:52,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200775,4/30/2018 7:50,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200768,4/30/2018 7:46,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200750,4/30/2018 7:28,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200734,4/30/2018 7:24,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200706,4/30/2018 7:05,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200694,4/30/2018 6:57,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200680,4/30/2018 6:45,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200670,4/30/2018 6:40,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200667,4/30/2018 6:37,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200661,4/30/2018 6:35,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200654,4/30/2018 6:29,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200651,4/30/2018 6:28,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200650,4/30/2018 6:28,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200636,4/30/2018 6:19,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200623,4/30/2018 6:05,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200621,4/30/2018 6:03,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200591,4/30/2018 5:24,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200579,4/30/2018 5:18,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200578,4/30/2018 5:15,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200575,4/30/2018 5:13,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200573,4/30/2018 5:09,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200560,4/30/2018 4:44,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200544,4/30/2018 4:31,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200515,4/30/2018 4:07,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200511,4/30/2018 4:03,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200498,4/30/2018 3:55,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200497,4/30/2018 3:54,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200485,4/30/2018 3:41,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200478,4/30/2018 3:28,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200466,4/30/2018 3:15,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200428,4/30/2018 2:22,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200426,4/30/2018 2:21,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200421,4/30/2018 2:14,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200390,4/30/2018 1:31,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200377,4/30/2018 1:13,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200370,4/30/2018 1:11,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200364,4/30/2018 1:06,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200358,4/30/2018 0:58,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200356,4/30/2018 0:57,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200344,4/30/2018 0:45,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200289,4/29/2018 23:56,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200261,4/29/2018 23:34,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200246,4/29/2018 23:15,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200244,4/29/2018 23:11,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200219,4/29/2018 22:47,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200204,4/29/2018 22:38,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200201,4/29/2018 22:35,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200193,4/29/2018 22:31,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
